"","numberOfEpisodes","Finalization","originalTitle","startYear","endYear","runtimeMinutes","averageRating","numVotes","genre"
"393",18,1,"The Boys Are Back",1994,1995,30,7.3,31,"comedy"
"394",27,1,"Burke's Law",1994,1995,60,6.5,243,"crime"
"395",13,0,"The Byrds of Paradise",1994,0,60,8,150,"drama"
"396",13,1,"Cadfael",1994,1996,75,8.2,1877,"crime"
"397",27,1,"Cardiac Arrest",1994,1996,30,7.8,106,"comedy"
"398",20,1,"Chef!",1993,1996,30,8.2,991,"comedy"
"399",20,1,"Christy",1994,1995,60,7.8,952,"drama"
"400",14,0,"Class Act",1994,0,60,8.1,84,"comedy"
"401",12,1,"Common As Muck",1994,1997,55,8.1,155,"comedy"
"402",30,0,"Compromising Situations",1994,0,30,6,32,"drama"
"403",40,1,"Confissões de Adolescente",1994,1996,26,8.1,111,"comedy"
"404",18,1,"The Cosby Mysteries",1994,1995,60,5.1,188,"comedy"
"405",12,0,"DNA²: Dokokade nakushita aitsu no aitsu",1994,0,25,6.8,252,"animation"
"406",13,0,"The Damnation of Harvey McHugh",1994,0,50,7.3,36,"drama"
"407",7,0,"The Day Today",1994,0,30,8.6,4009,"comedy"
"408",12,0,"Dead at 21",1994,0,30,7.7,116,"action"
"409",27,1,"Doctor Finlay",1993,1996,60,7.4,163,"drama"
"410",7,0,"Down to Earth",1995,0,30,6.1,8,"comedy"
"411",21,1,"Dressing for Breakfast",1995,1998,30,7.9,42,"comedy"
"412",71,1,"Duckman: Private Dick/Family Man",1994,1997,30,7.8,4767,"animation"
"413",67,1,"Due South",1994,1999,46,8.1,5247,"adventure"
"414",21,1,"Earth 2",1994,1995,60,6.9,4271,"adventure"
"415",26,0,"Einsatz für Lohbeck",1994,0,50,5.6,8,"crime"
"416",58,0,"Erotic Confessions",1994,0,30,6.2,258,"drama"
"417",29,1,"Fantasy Football League",1994,2004,30,8.1,103,"comedy"
"418",22,1,"The Fast Show",1994,2000,30,8.2,3318,"comedy"
"419",26,0,"Fire",1995,0,50,7.5,42,"drama"
"420",17,1,"The 5 Mrs. Buchanans",1994,1995,30,7.8,114,"comedy"
"421",14,0,"Fortune Hunter",1994,0,50,7.6,76,"drama"
"422",53,1,"Frauenarzt Dr. Markus Merthin",1994,1997,45,3.6,16,"drama"
"423",39,1,"Frontline",1994,1997,30,8.5,761,"comedy"
"424",14,1,"Gagtag",1994,1996,30,6.4,8,"comedy"
"425",65,1,"Gargoyles",1994,1996,30,8.1,11913,"action"
"426",27,1,"The George Carlin Show",1994,1995,30,7.6,340,"comedy"
"427",13,1,"The Good Life",1994,1994,30,7.7,56,"comedy"
"428",28,0,"Halfway Across the Galaxy and Turn Left",1993,0,25,8,85,"comedy"
"429",11,1,"Ha-Hamishia Hakamerit",1993,1997,26,8.2,122,"comedy"
"430",9,0,"Hardball",1994,0,30,5.6,41,"comedy"
"431",15,1,"Harry Enfield and Chums",1994,1999,40,7.5,1858,"comedy"
"432",22,1,"Hawkeye",1994,1995,60,8.6,203,"adventure"
"433",21,1,"The Head",1994,1996,22,6.8,838,"action"
"434",13,0,"Heaven Help Us",1994,0,60,6.3,34,"comedy"
"435",11,0,"Herbert & Schnipsi",1994,0,25,6.4,5,"comedy"
"436",7,1,"The High Life",1994,1995,30,8,311,"comedy"
"437",73,1,"High Tide",1994,1997,60,6.7,162,"comedy"
"438",24,0,"Håll huvet kallt",1994,0,20,6.4,21,"family"
"439",12,1,"The Imaginatively Titled Punt & Dennis Show",1994,1995,30,8.1,31,"comedy"
"440",20,0,"Immenhof",1994,0,45,3.6,12,"drama"
"441",26,0,"The Itsy Bitsy Spider",1994,0,13,6.5,35,"animation"
"442",25,1,"Janus",1994,1995,50,8.6,75,"crime"
"443",24,0,"The Julekalender",1994,0,15,7.7,1032,"comedy"
"444",8,1,"Knowing Me, Knowing You with Alan Partridge",1994,1995,45,8.2,4745,"comedy"
"445",67,1,"Die Kommissarin",1994,2006,48,6,96,"crime"
"446",9,0,"The Lifeboat",1994,0,50,8.1,10,"adventure"
"447",21,1,"Lonesome Dove: The Series",1994,1995,42,7.5,464,"western"
"448",30,1,"Love Hurts",1992,1994,50,7.5,94,"comedy"
"449",22,0,"M.A.N.T.I.S.",1994,0,60,6.4,566,"action"
"450",65,1,"Madison",1993,1997,30,6.9,115,"drama"
"451",16,1,"Madman of the People",1994,1995,30,6.4,22,"comedy"
"452",52,1,"The Magic School Bus",1994,1997,30,7.9,6536,"adventure"
"453",13,0,"Mamaredo boi",1994,0,30,7.3,350,"animation"
"454",19,1,"Me and the Boys",1994,1995,30,8.1,53,"comedy"
"455",12,0,"Men of the World",1994,0,30,8.1,37,"comedy"
"456",29,1,"Models Inc.",1994,1995,60,6.5,837,"drama"
"457",13,0,"Monty",1994,0,30,4.2,29,"comedy"
"458",70,0,"Movie Magic",1994,0,30,8.7,128,"documentary"
"459",13,1,"Moving Story",1994,1995,60,8.1,30,"comedy"
"460",30,1,"The Mrs. Merton Show",1995,1998,30,7,96,"comedy"
"461",10,0,"Muddling Through",1994,0,30,6.3,30,"comedy"
"462",13,1,"My Brother and Me",1994,1995,30,8.1,754,"comedy"
"463",19,1,"My So-Called Life",1994,1995,60,8.4,17265,"comedy"
"464",89,1,"New York Undercover",1994,1999,60,7.9,1680,"crime"
"465",16,0,"The Newz",1994,0,30,8.2,32,"comedy"
"466",78,1,"Ocean Girl",1994,1997,25,7.4,1461,"action"
"467",20,1,"On Our Own",1994,1995,30,7.3,145,"comedy"
"468",19,1,"One West Waikiki",1994,1996,60,6.9,245,"drama"
"469",13,0,"Otto - Die Serie",1994,0,25,5.6,105,"comedy"
"470",22,1,"Outside Edge",1994,1996,30,7.7,139,"comedy"
"471",35,1,"The Pink Panther",1993,1996,30,6.9,711,"animation"
"472",47,1,"ReBoot",1994,2002,30,7.9,4422,"action"
"473",51,0,"Rena rama Rolf",1994,0,30,6.3,419,"comedy"
"474",22,0,"Robin's Hoods",1994,0,60,6.3,40,"drama"
"475",23,1,"RoboCop",1994,1994,60,5.9,1543,"action"
"476",9,0,"Seaforth",1994,0,50,8.3,27,"drama"
"477",78,1,"The Secret World of Alex Mack",1994,1998,30,7.7,3812,"comedy"
"478",29,1,"Side Effects",1994,1996,45,5.6,24,"drama"
"479",13,0,"Skeleton Warriors",1994,0,30,7,242,"adventure"
"480",15,1,"Something Wilder",1994,1995,30,7.1,75,"comedy"
"481",10,0,"South Central",1994,0,30,7.8,175,"comedy"
"482",34,1,"Space Precinct",1994,1995,60,6.7,632,"crime"
"483",52,0,"Superhuman Samurai Syber-Squad",1994,0,20,7,433,"action"
"484",50,1,"Svensson Svensson",1994,2008,30,6.6,1270,"comedy"
"485",22,1,"Sweet Justice",1994,1995,60,6.5,47,"drama"
"486",88,1,"Sweet Valley High",1994,1998,30,5.9,1386,"comedy"
"487",17,1,"TV Nation",1994,1995,60,6.1,522,"comedy"
"488",18,1,"TekWar",1994,1996,60,6.9,491,"crime"
"489",49,0,"Uchû no kishi Tekkaman Burêdo",1994,0,19,8.2,304,"action"
"490",27,1,"Thunder Alley",1994,1995,30,6.4,104,"comedy"
"491",22,1,"Thunder in Paradise",1994,1994,45,5.6,1600,"adventure"
"492",14,0,"Time After Time",1993,0,30,6.4,10,"comedy"
"493",12,0,"Tom",1994,0,30,4.2,35,"comedy"
"494",51,0,"Tonde Buurin",1994,0,24,7,81,"action"
"495",18,1,"Under Suspicion",1994,1995,60,8.5,56,"crime"
"496",9,0,"University Hospital",1995,0,60,7.1,41,"drama"
"497",93,1,"V.R. Troopers",1994,1996,30,5.7,775,"adventure"
"498",17,0,"Vestavind",1994,0,50,7,68,"drama"
"499",18,1,"The Vicar of Dibley",1994,2015,60,8,9469,"comedy"
"500",12,1,"Viper",1994,1994,60,6.3,738,"action"
"501",88,1,"Weird Science",1994,1998,30,6.9,2778,"comedy"
"502",37,0,"Wycliffe",1994,0,50,7.1,366,"crime"
"503",16,0,"Dirty Pair Flash",1995,0,30,7,124,"action"
"504",13,0,"Die Knickerbocker-Bande",1997,0,25,5.1,24,"adventure"
"505",35,0,"Phantom 2040",1994,0,30,7.3,461,"action"
"506",7,0,"Under the Hammer",1993,0,30,7.5,28,"comedy"
"507",36,0,"A.J.'s Time Travelers",1995,0,30,6.9,22,"adventure"
"508",29,1,"A.S.",1995,1998,46,6,18,"crime"
"509",16,1,"Æon Flux",1991,1995,30,7.8,4736,"adventure"
"510",7,0,"Agony Again",1995,0,30,6.8,18,"comedy"
"511",79,1,"Alle meine Töchter",1995,2001,45,4.2,21,"drama"
"512",34,1,"Almost Perfect",1995,1996,22,6.9,155,"comedy"
"513",22,1,"American Gothic",1995,1996,60,8.2,3644,"drama"
"514",39,1,"Auf eigene Gefahr",1993,2000,45,4,6,"crime"
"515",67,0,"Aus heiterem Himmel",1995,0,45,7.8,51,"comedy"
"516",45,1,"Baywatch Nights",1995,1997,60,3.9,1101,"action"
"517",16,0,"Bless This House",1995,0,30,6.7,66,"comedy"
"518",26,1,"Blue Seed",1994,1995,25,7.2,220,"action"
"519",12,1,"The Bonnie Hunt Show",1995,1996,30,7.5,65,"comedy"
"520",40,1,"Brotherly Love",1995,1997,30,7.5,1081,"comedy"
"521",40,1,"Bugs",1995,1999,50,7.3,421,"action"
"522",19,0,"Can't Hurry Love",1995,0,30,7.3,39,"comedy"
"523",97,1,"Caroline in the City",1995,1999,23,6.2,2849,"comedy"
"524",24,0,"Castles",1995,0,30,5.7,9,"drama"
"525",21,1,"Central Park West",1995,1996,60,6.9,258,"drama"
"526",12,1,"Chandler & Co",1994,1995,50,7.8,34,"crime"
"527",9,0,"Charlie Grace",1995,0,60,7.8,73,"crime"
"528",48,1,"Chôriki sentai Ôrenjâ",1995,1996,20,7.5,42,"action"
"529",9,1,"The City",1995,1997,30,7.9,81,"drama"
"530",12,1,"Cleghorne!",1995,1995,30,5.6,13,"comedy"
"531",21,1,"The Client",1995,1996,60,6.1,182,"crime"
"532",10,0,"Correlli",1995,0,50,7.3,154,"crime"
"533",11,0,"Courthouse",1995,0,60,5.3,22,"drama"
"534",21,1,"The Crew",1995,1996,30,7.7,30,"comedy"
"535",87,1,"Cybill",1995,1998,30,6.8,2952,"comedy"
"536",13,1,"Deadly Games",1995,1996,60,6.6,99,"action"
"537",13,0,"Double Rush",1995,0,30,7.2,30,"comedy"
"538",81,1,"Dr. Katz, Professional Therapist",1995,2002,30,7.5,4573,"animation"
"539",13,1,"Dumb and Dumber",1995,1996,21,5.6,648,"animation"
"540",10,0,"Dweebs",1995,0,30,8,66,"comedy"
"541",23,1,"Earthworm Jim",1995,1996,30,7.5,1744,"action"
"542",8,0,"The Enid Blyton Adventure Series",1996,0,30,7.9,63,"adventure"
"543",7,0,"Extreme",1995,0,60,7.6,40,"adventure"
"544",22,1,"Faith in the Future",1995,1998,30,6.6,42,"comedy"
"545",42,1,"Familie Heinz Becker",1992,2004,25,8.1,220,"comedy"
"546",25,1,"Father Ted",1995,1998,25,8.6,30969,"comedy"
"547",24,1,"Faust",1994,1997,60,3.2,24,"action"
"548",12,0,"First Time Out",1995,0,30,6.2,9,"comedy"
"549",12,1,"Fist of Fun",1995,1996,30,8.2,287,"comedy"
"550",90,0,"Flipper",1995,0,60,5.4,796,"adventure"
"551",24,1,"Freakazoid!",1995,1997,30,7.6,6409,"animation"
"552",25,1,"Fudge",1995,1997,20,7.3,143,"comedy"
"553",7,1,"Funky Squad",1995,1995,30,7.8,56,"comedy"
"554",18,1,"Game-On",1995,1998,29,8,1492,"comedy"
"555",53,1,"Gegen den Wind",1995,1999,45,6.3,54,"action"
"556",13,1,"The Genie from Down Under",1996,1998,25,7.5,147,"comedy"
"557",8,0,"The George Wendt Show",1995,0,30,8.1,14,"comedy"
"558",7,1,"Get Smart",1995,1995,30,6.8,790,"comedy"
"559",90,0,"Freundschaft mit Herz",1995,0,45,6,34,"comedy"
"560",74,1,"Goosebumps",1995,1998,22,7.8,9615,"comedy"
"561",12,1,"The Governor",1995,1996,60,7.6,83,"crime"
"562",8,0,"The Great Defender",1995,0,60,3.2,16,"drama"
"563",20,1,"Hamish Macbeth",1995,1997,60,7.8,1145,"comedy"
"564",39,1,"Happily Ever After: Fairy Tales for Every Child",1995,2000,30,6.5,430,"adventure"
"565",13,1,"The Hardy Boys",1995,1996,28,6.8,50,"crime"
"566",13,0,"High Society",1995,0,30,7.7,133,"comedy"
"567",20,1,"The Home Court",1995,1996,30,6.9,12,"comedy"
"568",35,1,"Hope & Gloria",1995,1996,30,6.7,115,"comedy"
"569",11,1,"House of Buggin'",1995,1995,30,7.9,118,"comedy"
"570",22,0,"Hudson Street",1995,0,30,7.3,46,"comedy"
"571",8,0,"If Not for You",1995,0,30,7.2,18,"comedy"
"572",76,1,"In the House",1995,1999,30,7,699,"comedy"
"573",8,1,"Inseln unter dem Wind",1995,1996,45,6,5,"comedy"
"574",21,1,"Is It Legal?",1995,1998,30,7.9,87,"comedy"
"575",52,0,"Iznogoud",1995,0,12,7.5,190,"adventure"
"576",26,1,"Jake and the Kid",1995,1999,60,6.9,15,"drama"
"577",41,1,"The Jeff Foxworthy Show",1995,1997,30,5.3,526,"comedy"
"578",38,0,"Kaitou Saint Tail",1995,0,20,7.9,57,"adventure"
"579",31,1,"Kirk",1995,1997,30,3.2,156,"comedy"
"580",22,0,"Land's End",1995,0,60,7.8,57,"action"
"581",9,1,"The Late Late Show with Tom Snyder",1995,1998,60,7.2,104,"talk-show"
"582",12,0,"Legend",1995,0,60,7.7,238,"adventure"
"583",38,1,"Life with Louie",1995,1998,30,8.3,5816,"animation"
"584",23,1,"Lille lørdag",1995,1996,30,7.7,223,"comedy"
"585",13,1,"Live Shot",1995,1996,60,8.1,41,"drama"
"586",10,0,"Lost Civilizations",1995,0,40,7.9,66,"documentary"
"587",39,1,"M'n dochter en ik",1995,1996,30,6.8,56,"comedy"
"588",49,1,"Magic Knight Rayearth",1994,1995,30,7.8,608,"action"
"589",13,0,"Marker",1995,0,60,8,76,"drama"
"590",25,0,"The Marshal",1995,0,60,7.6,147,"action"
"591",54,1,"The Mask",1995,1997,30,7,10786,"animation"
"592",18,0,"Maybe This Time",1995,0,30,6,52,"comedy"
"593",20,1,"Minor Adjustments",1995,1996,30,7.6,27,"comedy"
"594",46,0,"Mirror, Mirror",1995,0,30,7.1,483,"adventure"
"595",8,0,"Misery Loves Company",1995,0,30,7.2,13,"comedy"
"596",11,0,"Mitt sanna jag",1995,0,30,3.4,7,"comedy"
"597",9,0,"The Monroes",1995,0,60,6.8,20,"drama"
"598",30,1,"Mr. Show with Bob and David",1995,1998,27,8.3,7892,"comedy"
"599",41,1,"Murder One",1995,1997,60,8.1,1759,"crime"
"600",13,0,"Muscle",1995,0,30,6.1,29,"comedy"
"601",55,1,"The Naked Truth",1995,1998,30,6.9,623,"comedy"
"602",13,0,"Nancy Drew",1995,0,26,7.3,122,"crime"
"603",46,1,"Ned and Stacey",1995,1997,30,7.1,1349,"comedy"
"604",13,0,"New York News",1995,0,60,5.7,28,"drama"
"605",97,1,"NewsRadio",1995,1999,23,7.9,11616,"comedy"
"606",22,1,"Next of Kin",1995,1997,30,8.1,110,"comedy"
"607",91,1,"Night Stand",1995,1999,60,8.4,510,"comedy"
"608",25,1,"Nowhere Man",1995,1996,44,8.4,1485,"action"
"609",12,0,"Out of the Blue",1995,0,50,7.7,23,"crime"
"610",90,1,"The Parent 'Hood",1995,1999,30,6.9,704,"comedy"
"611",22,1,"Partners",1995,1996,30,7.1,85,"comedy"
"612",13,0,"Pig Sty",1995,0,30,6.8,24,"comedy"
"613",65,1,"Pinky and the Brain",1995,1998,30,7.9,24978,"animation"
"614",13,1,"Platypus Man",1995,1995,30,6.7,52,"comedy"
"615",8,0,"The Preston Episodes",1995,0,30,6.3,7,"comedy"
"616",26,0,"Princess Gwenevere and the Jewel Riders",1995,0,22,7.5,152,"adventure"
"617",7,0,"The Pursuit of Happiness",1995,0,30,6.5,6,"comedy"
"618",44,0,"The Queen's Nose",1995,0,25,7.3,433,"comedy"
"619",24,1,"Salto postale",1993,1996,28,6.7,15,"comedy"
"620",26,1,"Shin Seiki Evangerion",1995,1996,24,8.6,33744,"action"
"621",21,1,"Simon",1995,1996,30,6,23,"comedy"
"622",43,1,"The Single Guy",1995,1997,30,6,361,"comedy"
"623",87,1,"Sliders",1995,2000,60,7.4,14356,"adventure"
"624",23,1,"Space: Above and Beyond",1995,1996,60,7.7,6813,"drama"
"625",26,0,"Spellbinder",1995,0,24,8.2,1576,"adventure"
"626",65,1,"Spider-Man",1994,1998,23,8.3,21020,"action"
"627",14,1,"Stockinger",1996,1997,45,6.6,129,"comedy"
"628",17,1,"Strange Luck",1995,1996,60,8.3,422,"drama"
"629",15,0,"Sylter Geschichten",1993,0,45,3.6,11,"drama"
"630",52,1,"The Sylvester & Tweety Mysteries",1995,2001,30,7.1,2875,"animation"
"631",14,1,"The Thin Blue Line",1995,1996,41,7.5,5082,"comedy"
"632",36,1,"The Tick",1994,1997,30,7.9,7900,"action"
"633",85,1,"Timon & Pumbaa",1995,1999,22,7.1,7360,"adventure"
"634",22,1,"Too Something",1995,1996,30,7.6,44,"comedy"
"635",7,0,"Um die 30",1995,0,45,9,20,"drama"
"636",13,0,"VR.5",1995,0,60,7.4,545,"adventure"
"637",13,0,"Vanishing Son",1995,0,60,8.2,152,"adventure"
"638",29,1,"Vater wider Willen",1995,2002,45,4.7,9,"comedy"
"639",50,0,"Wedding Peach",1995,0,24,6.4,154,"animation"
"640",50,1,"Wishbone",1995,1998,30,8.3,2827,"adventure"
"641",12,0,"Women of the House",1995,0,30,6.4,49,"comedy"
"642",7,0,"The Wright Verdicts",1995,0,60,7.2,10,"drama"
"643",26,0,"Zappek",1995,0,50,8,8,"crime"
"644",51,0,"Kishin dôji Zenki",1995,0,22,6.2,101,"action"
"645",10,0,"Delta Wave",1996,0,30,7.8,6,"sci-fi"
"646",28,0,"Love Street",1994,0,30,6.2,30,"drama"
"647",15,0,"Taxicab Confessions",1995,0,60,6.3,349,"comedy"
"648",39,1,"Ace Ventura: Pet Detective",1995,2000,30,5.7,650,"animation"
"649",52,1,"The Adventures of Shirley Holmes",1996,2000,24,7.6,306,"family"
"650",44,1,"The Adventures of Sinbad",1996,1998,60,7.2,1434,"action"
"651",12,1,"Alarmcode 112",1996,1996,45,5.6,7,"action"
"652",8,0,"Aliens in the Family",1996,0,30,6.5,83,"comedy"
"653",17,1,"Anna Holt - polis",1996,1999,45,5.6,97,"crime"
"654",80,1,"Arli$$",1996,2002,30,7,1069,"comedy"
"655",14,0,"Backup",1995,0,75,7.8,20,"action"
"656",29,0,"Bakuretsu hunters",1995,0,20,7,114,"adventure"
"657",58,1,"Ballykissangel",1996,2001,50,7.5,1145,"comedy"
"658",52,1,"Beast Wars: Transformers",1996,1999,30,8.1,6626,"action"
"659",13,0,"Bedtime",1996,0,30,8.2,20,"drama"
"660",35,1,"The Big Easy",1996,1997,60,7.5,176,"crime"
"661",12,0,"Bone Chillers",1996,0,30,7.4,87,"comedy"
"662",32,1,"Boston Common",1996,1997,30,7.1,561,"comedy"
"663",14,0,"Buddies",1996,0,30,6.3,26,"comedy"
"664",19,1,"The Burning Zone",1996,1997,55,7.2,152,"fantasy"
"665",21,1,"The Cape",1996,1997,60,7.2,145,"action"
"666",12,0,"Champs",1996,0,30,4.8,16,"comedy"
"667",26,1,"City Life",1996,1998,60,7.5,27,"drama"
"668",62,1,"Clueless",1996,1999,30,5.7,2166,"comedy"
"669",95,1,"Cosby",1996,2000,30,6.5,2010,"comedy"
"670",8,0,"The Dana Carvey Show",1996,0,30,7.3,737,"comedy"
"671",17,1,"Dangerous Minds",1996,1997,60,6.4,104,"drama"
"672",19,1,"Dark Skies",1996,1997,60,7.7,1570,"adventure"
"673",79,1,"Dexter's Laboratory",1996,2003,23,8,36161,"animation"
"674",26,0,"Dragon Flyz",1996,0,21,7.2,110,"action"
"675",12,1,"EZ Streets",1996,1997,60,8.4,194,"crime"
"676",64,0,"Eagle Riders",1996,0,20,7.6,32,"action"
"677",90,1,"Early Edition",1996,2000,41,7.5,10133,"adventure"
"678",39,1,"F/X: The Series",1996,1998,45,6.9,584,"action"
"679",13,1,"The Faculty",1996,1996,30,4.3,25,"comedy"
"680",26,1,"Flash Forward",1996,1997,30,7.7,1429,"comedy"
"681",83,0,"The Frank Skinner Show",1995,0,60,6.5,66,"comedy"
"682",10,1,"Friedemann Brix - Eine Schwäche für Mord",1996,1997,25,5.4,5,"crime"
"683",43,1,"En fyra för tre",1996,1997,30,5.9,186,"comedy"
"684",13,1,"Gargoyles: The Goliath Chronicles",1996,1997,30,7.8,1114,"action"
"685",10,0,"The Glynn Nicholas Show",1996,0,25,8,11,"comedy"
"686",22,1,"Goode Behavior",1996,1997,30,6.7,32,"comedy"
"687",11,0,"Hakusen nagashi",1996,0,45,8.8,21,"drama"
"688",8,0,"Handel & vandel",1996,0,30,6.3,6,"comedy"
"689",32,1,"High Incident",1996,1997,60,7.7,301,"crime"
"690",21,1,"Homeboys in Outer Space",1996,1997,30,4.1,202,"comedy"
"691",21,0,"Hot Line",1994,0,30,6.2,62,"drama"
"692",13,1,"Hurricanes",1993,1997,30,7.2,146,"animation"
"693",13,0,"Hypernauts",1996,0,20,7.7,40,"action"
"694",21,1,"The Incredible Hulk",1996,1998,20,6.9,2261,"action"
"695",22,1,"Ink",1996,1997,30,6.2,60,"comedy"
"696",26,1,"Iron Man",1994,1996,30,6.8,2300,"action"
"697",52,1,"The Real Adventures of Jonny Quest",1996,1997,21,7.9,1956,"action"
"698",39,1,"Jumanji",1996,1999,22,6.4,1272,"action"
"699",62,1,"Kenan & Kel",1996,2000,30,7.9,12492,"comedy"
"700",8,0,"Kindred: The Embraced",1996,0,60,7.7,2316,"drama"
"701",18,0,"Koroleva Margo",1996,0,48,7.3,172,"biography"
"702",13,0,"L.A. Firefighters",1996,0,60,5.1,40,"action"
"703",48,1,"L.A. Heat",1996,1999,50,7.5,322,"action"
"704",21,0,"The Lazarus Man",1996,0,60,7.9,129,"western"
"705",7,0,"The Legacy of Reginald Perrin",1996,0,30,7.2,46,"comedy"
"706",20,1,"Life with Roger",1996,1997,30,5.5,12,"comedy"
"707",18,1,"Life's Work",1996,1997,30,7.8,32,"comedy"
"708",10,0,"Lihaksia ja luoteja",1996,0,30,7.1,294,"comedy"
"709",7,0,"Local Heroes",1995,0,30,7.7,6,"comedy"
"710",64,1,"Lukas",1996,2001,30,7.4,54,"comedy"
"711",7,0,"Lush Life",1996,0,30,8,27,"comedy"
"712",89,1,"Malcolm & Eddie",1996,2000,30,6.8,1084,"comedy"
"713",10,0,"Malibu Shores",1996,0,60,6.6,202,"drama"
"714",48,1,"Medivac",1996,1998,50,8,35,"drama"
"715",35,1,"Men Behaving Badly",1996,1997,30,6.4,689,"comedy"
"716",10,0,"Mensch, Pia!",1996,0,45,7.2,31,"drama"
"717",13,1,"Mercury",1996,1996,50,8.2,23,"drama"
"718",26,1,"Mighty Ducks",1996,1997,30,6.5,1061,"action"
"719",67,1,"Millennium",1996,1999,45,8.1,8661,"crime"
"720",21,1,"Moloney",1996,1997,30,7.4,40,"drama"
"721",13,1,"Mr. & Mrs. Smith",1996,1996,60,7.6,468,"action"
"722",17,1,"Mr. Rhodes",1996,1997,30,6.8,62,"comedy"
"723",22,1,"Muppets Tonight",1996,1998,30,7.9,1463,"comedy"
"724",24,0,"Mysteriet på Greveholm",1996,0,15,8.2,1176,"comedy"
"725",40,1,"The Mystery Files of Shelby Woo",1996,1999,30,7.5,434,"crime"
"726",52,1,"The New Adventures of Robin Hood",1997,1999,54,6.3,529,"action"
"727",32,1,"The Newsroom",1996,2005,23,8.1,358,"comedy"
"728",43,1,"Nick Freno: Licensed Teacher",1996,1998,30,7,93,"comedy"
"729",26,0,"Les exploits d'Arsène Lupin",1996,0,24,8.2,63,"adventure"
"730",91,1,"Offshore",1996,2000,30,5.7,73,"drama"
"731",20,1,"Oh Doctor Beeching!",1995,1997,29,7.3,339,"comedy"
"732",31,0,"Out of Tune",1996,0,25,7.3,23,"comedy"
"733",22,1,"Pearl",1996,1997,30,6.5,99,"comedy"
"734",13,0,"Pimeän hehku",1996,0,50,7.2,12,"crime"
"735",87,1,"Poltergeist: The Legacy",1996,1999,60,7.1,1361,"horror"
"736",50,1,"Power Rangers Zeo",1996,1997,21,6.7,1718,"action"
"737",86,1,"The Pretender",1996,2000,60,7.5,13508,"drama"
"738",85,1,"Profiler",1996,2000,60,7.3,2961,"crime"
"739",70,1,"Promised Land",1996,1999,60,7.1,443,"drama"
"740",88,1,"PSI Factor: Chronicles of the Paranormal",1996,2000,45,7.2,1469,"drama"
"741",13,0,"Public Morals",1996,0,60,6.9,24,"comedy"
"742",17,1,"Relativity",1996,1997,60,7.8,239,"drama"
"743",56,1,"Remember WENN",1996,1998,30,8.2,281,"comedy"
"744",13,0,"Road Rovers",1996,0,30,7.2,230,"action"
"745",13,1,"Santo Bugito",1995,1995,52,6.6,49,"animation"
"746",34,1,"Savannah",1996,1997,60,7.5,622,"drama"
"747",21,1,"Second Noah",1996,1998,60,7.5,254,"drama"
"748",65,1,"The Sentinel",1996,1999,45,6.7,1747,"action"
"749",8,0,"The Show",1996,0,30,7.1,16,"comedy"
"750",37,1,"Something So Right",1996,1998,30,7.4,93,"comedy"
"751",27,1,"Space Cases",1996,1997,30,7.2,613,"comedy"
"752",40,1,"Sparks",1996,1998,30,7.4,115,"comedy"
"753",26,0,"Springhill",1996,0,30,5.8,17,"drama"
"754",12,0,"Strisser på Samsø",1997,0,55,6,284,"crime"
"755",93,1,"Suddenly Susan",1996,2000,30,5.7,2279,"comedy"
"756",54,1,"Superman",1996,2000,30,8.2,11218,"action"
"757",26,1,"Sweat",1996,1996,25,7.3,132,"drama"
"758",17,1,"T.V. Kaiser",1996,1999,45,6.3,53,"comedy"
"759",22,0,"Tarzan: The Epic Adventures",1996,0,60,6.9,160,"action"
"760",25,0,"Thief Takers",1995,0,60,7.3,72,"crime"
"761",32,1,"This Life",1996,1997,45,8.5,1644,"drama"
"762",66,1,"Todos los hombres sois iguales",1996,1998,60,6.3,76,"comedy"
"763",15,0,"Townies",1996,0,30,6.4,112,"comedy"
"764",47,1,"Tracey Takes On...",1996,1999,30,7,428,"comedy"
"765",83,1,"Traders",1996,2000,60,8.4,350,"drama"
"766",26,0,"The NeverEnding Story",1995,0,30,6.5,195,"adventure"
"767",23,0,"Uuno Turhapuro",1996,0,22,6.2,59,"comedy"
"768",66,1,"Viper",1996,1999,60,6.2,857,"crime"
"769",65,1,"Wind at My Back",1996,2001,60,8.1,343,"drama"
"770",13,1,"Wing Commander Academy",1996,1996,22,7,124,"action"
"771",18,0,"Älskade Lotten",1996,0,30,7.6,9,"comedy"
"772",89,1,"BeetleBorgs",1996,1998,23,6.4,963,"action"
"773",13,0,"Style & Substance",1998,0,30,7.9,27,"comedy"
"774",10,1,"413 Hope St.",1997,1998,60,5.9,62,"drama"
"775",13,1,"The Adventures of Lano & Woodley",1997,1999,30,8.5,632,"comedy"
"776",40,1,"All Dogs Go to Heaven: The Series",1996,1999,22,6.9,432,"adventure"
"777",21,1,"Alright Already",1997,1998,30,6.7,33,"comedy"
"778",13,0,"The Ambassador",1998,0,50,7.5,88,"drama"
"779",87,1,"Das Amt",1997,2003,50,5.1,93,"comedy"
"780",14,1,"Bailey Kipper's P.O.V.",1996,1996,30,8.1,43,"comedy"
"781",24,1,"The New Batman Adventures",1997,1999,30,8.5,10572,"action"
"782",17,1,"Between Brothers",1997,1999,30,8.2,53,"comedy"
"783",52,1,"Big Sky",1997,1999,50,7.1,55,"drama"
"784",7,1,"Brass Eye",1997,2001,25,8.6,8098,"comedy"
